pid,date,segment,circdnrtn,numberofsignificantplaces,radiusgyration,timeathome,totaldistance,duration_in_locmap_exercise,duration_in_locmap_greens,duration_in_locmap_study,datetime
INS-W_1036,2021-03-29,allday,0.0859053497942387,7.0,2366.54449030945,108.284216666667,14456.2604669768,0.0,0.9999,0.0,2021-03-29 12:00:00
INS-W_1036,2021-03-30,allday,0.676084203861982,2.0,42.9507317430694,1302.6786,2427.01751138199,0.0,0.0,0.0,2021-03-30 12:00:00
INS-W_1036,2021-03-31,allday,0.629787907565685,14.0,1103.23924235244,1261.96361666668,25913.120426807,0.0,0.0,0.0,2021-03-31 12:00:00
INS-W_1036,2021-04-01,allday,0.608341247230136,16.0,1182.65468204864,1198.6536,33760.1140593681,5.9992,7.00026666666667,0.0,2021-04-01 12:00:00
INS-W_1036,2021-04-02,allday,0.469294080405192,10.0,6590.78837273541,824.24193333334,40275.3291782695,0.0,0.0,0.0,2021-04-02 12:00:00
INS-W_1036,2021-04-03,allday,0.0740740740740741,11.0,1278.22670282329,0.0,47837.7482176315,0.0,0.0,0.0,2021-04-03 12:00:00
INS-W_1036,2021-04-04,allday,0.150205761316872,16.0,7635.14994119776,191.713333333334,59523.9349161015,0.0015333333333333,6.99743333333333,4.00246666666667,2021-04-04 12:00:00
INS-W_1036,2021-04-05,allday,0.633388730610953,11.0,334.314057411882,1210.94193333334,13115.4636566724,5.99941666666667,8.99881666666667,0.0,2021-04-05 12:00:00
INS-W_1036,2021-04-06,allday,0.565645773979107,12.0,3234.14907529494,912.215250000005,91148.1975567159,0.0,0.0,0.0,2021-04-06 12:00:00
INS-W_1036,2021-04-07,allday,0.561016144349478,8.0,2374.72364024813,1088.95588333334,42379.5115316188,0.0,0.0,0.0,2021-04-07 12:00:00
INS-W_1036,2021-04-08,allday,0.358341247230136,19.0,2421.94960690432,64.9934333333333,63773.4860941305,3.99953333333333,0.0,0.0,2021-04-08 12:00:00
INS-W_1036,2021-04-09,allday,0.342473884140551,8.0,1917.57228835936,15.9975,44323.0579785914,0.0,0.0,0.0,2021-04-09 12:00:00
INS-W_1036,2021-04-10,allday,0.456157011712567,10.0,1321.88122507544,836.972750000008,27964.1227423165,0.0,0.0,0.0,2021-04-10 12:00:00
INS-W_1036,2021-04-11,allday,0.605690091801203,7.0,776.3802245348,1103.68510000001,13377.7565430534,0.0,0.0,0.0,2021-04-11 12:00:00
INS-W_1036,2021-04-12,allday,0.620528648306426,3.0,199.483925860345,1039.25045,9512.43081902498,0.0,114.996133333333,5.0004,2021-04-12 12:00:00
INS-W_1036,2021-04-13,allday,0.609211775878443,4.0,740.487508480109,353.694333333334,26562.9417424343,0.0,0.0,0.0,2021-04-13 12:00:00
INS-W_1036,2021-04-14,allday,0.649335232668566,4.0,554.205535919676,1276.95148333334,12853.8270374213,7.99925,5.0004,0.0,2021-04-14 12:00:00
INS-W_1036,2021-04-15,allday,0.624643874643875,13.0,697.595628937914,1214.25088333334,19544.0089656873,47.9956833333333,1.99943333333333,0.0,2021-04-15 12:00:00
INS-W_1036,2021-04-16,allday,0.5696027223805,15.0,5410.00687260672,1095.66160000001,76623.5202017998,2.0005,28.0011333333333,0.0,2021-04-16 12:00:00
INS-W_1036,2021-04-17,allday,0.570196264640709,10.0,2378.38604981699,1048.97588333334,23674.6629405617,2.00178333333333,0.0,0.0,2021-04-17 12:00:00
INS-W_1036,2021-04-18,allday,0.696145932257043,1.0,0.0,1438.96490000003,145.703808932409,0.0,0.0,0.0,2021-04-18 12:00:00
INS-W_1036,2021-04-19,allday,0.622071858182969,6.0,1990.12612253454,1184.78188333334,31107.3740870225,87.0008333333333,0.0,0.0,2021-04-19 12:00:00
INS-W_1036,2021-04-20,allday,0.527144666033555,13.0,2938.98015915198,701.825783333334,81349.3534310594,5.00653333333333,77.0003666666666,0.0,2021-04-20 12:00:00
INS-W_1036,2021-04-21,allday,0.6946027223805,2.0,98.0516625909365,1239.60688333334,23229.5375949595,0.0,3.00216666666667,0.0,2021-04-21 12:00:00
INS-W_1036,2021-04-22,allday,0.54079613801836,7.0,3355.59258834572,784.456166666669,101802.720333944,5.99885,0.0,0.0,2021-04-22 12:00:00
INS-W_1036,2021-04-23,allday,0.49758626147515,13.0,3553.60202374061,5.00125,57217.0696805891,0.0,6.99771666666667,0.0,2021-04-23 12:00:00
INS-W_1036,2021-04-24,allday,0.34599556821779,17.0,6527.5975329501,440.843683333334,142450.780145165,0.99285,0.0,0.0,2021-04-24 12:00:00
INS-W_1036,2021-04-25,allday,0.214506172839506,13.0,7195.04928490852,243.4862,140182.462856408,0.0,0.0,0.0,2021-04-25 12:00:00
INS-W_1036,2021-04-26,allday,0.507359924026591,12.0,4422.75828251382,566.493966666666,118575.679261124,0.0,3.00713333333333,0.0,2021-04-26 12:00:00
INS-W_1036,2021-04-27,allday,0.416824944602722,18.0,3968.46284819461,76.9718666666666,166312.956719693,8.99968333333334,0.0,0.0,2021-04-27 12:00:00
INS-W_1036,2021-04-28,allday,0.0792181069958848,3.0,1013.30967276437,91.9987833333333,30384.0452335577,0.999983333333333,0.0,0.0,2021-04-28 12:00:00
INS-W_1036,2021-04-29,allday,0.512503956948401,8.0,763.132468591945,614.763449999999,45576.015622111,0.0,2.01855,0.0,2021-04-29 12:00:00
INS-W_1036,2021-04-30,allday,0.364355808800253,6.0,1806.30315516756,261.006466666667,134997.946847736,0.999983333333333,0.0,0.0,2021-04-30 12:00:00
INS-W_1036,2021-05-01,allday,0.542853751187085,4.0,7913.58183610794,589.821316666668,155199.667894463,0.0,0.0,0.0,2021-05-01 12:00:00
INS-W_1036,2021-05-02,allday,0.561372269705603,5.0,1722.45194274827,1081.12428333333,38292.2161380753,1.9993,0.0,0.0,2021-05-02 12:00:00
INS-W_1036,2021-05-03,allday,0.638018360240582,4.0,3096.6608339778,1005.9714,37477.263385573,0.0,0.0,0.0,2021-05-03 12:00:00
INS-W_1036,2021-05-04,allday,0.557929724596391,12.0,2286.64816406952,574.73215,35658.5676228468,0.0,0.0,0.0,2021-05-04 12:00:00
INS-W_1036,2021-05-05,allday,0.635604621715733,2.0,160.174778070697,469.845716666667,84966.7862020112,0.0,129.027716666667,0.0,2021-05-05 12:00:00
INS-W_1036,2021-05-06,allday,0.626187084520418,8.0,1077.27489188951,470.680483333334,143241.864435316,22.8677166666667,4.96805,4.98926666666667,2021-05-06 12:00:00
INS-W_1036,2021-05-07,allday,0.527421652421652,5.0,1430.02179415006,423.289233333334,79512.2758928548,0.0,0.0,0.0,2021-05-07 12:00:00
INS-W_1036,2021-05-08,allday,0.413382399493511,17.0,6414.66534604125,214.889283333334,200591.897373131,0.991616666666667,0.0,0.0,2021-05-08 12:00:00
INS-W_1036,2021-05-09,allday,0.0689300411522634,10.0,6828.03291204325,0.0,154572.416449872,2.00108333333333,0.0,0.0,2021-05-09 12:00:00
INS-W_1036,2021-05-10,allday,0.302469135802469,3.0,1667.01366866186,240.023466666667,67448.1940922258,1.98883333333333,0.0,0.0,2021-05-10 12:00:00
INS-W_1036,2021-05-11,allday,0.546454574232352,3.0,1806.35909815064,480.440900000001,94471.5090890423,0.0,0.0,0.0,2021-05-11 12:00:00
INS-W_1036,2021-05-12,allday,0.357985121874011,3.0,3395.3382164733,203.500583333334,193731.853212343,0.0,0.0,0.0,2021-05-12 12:00:00
INS-W_1036,2021-05-13,allday,0.440289648622982,5.0,3467.94095875757,0.0,254649.540481385,0.0,0.0,0.0,2021-05-13 12:00:00
INS-W_1036,2021-05-14,allday,0.540242165242165,7.0,4206.7670001267,148.793783333333,286540.662156101,0.0,71.0408666666666,0.0,2021-05-14 12:00:00
INS-W_1036,2021-05-15,allday,0.568573915796138,13.0,3934.23435190996,438.636483333334,133632.000370079,0.0,0.0,0.0,2021-05-15 12:00:00
INS-W_1036,2021-05-16,allday,0.534623298512187,8.0,1629.17759292142,475.171400000001,102709.814264268,33.7726833333333,0.0,0.0,2021-05-16 12:00:00
INS-W_1036,2021-05-17,allday,0.624129471351694,8.0,2133.27580744806,709.589833333334,137862.864608069,0.0,0.0102,0.0,2021-05-17 12:00:00
INS-W_1036,2021-05-18,allday,0.49002849002849,9.0,4151.07056553542,671.951183333335,79101.3261537036,3.99283333333333,0.0,0.0,2021-05-18 12:00:00
INS-W_1036,2021-05-19,allday,0.11059670781893,6.0,2769.34555305463,112.678683333333,36040.5815316172,1.00108333333333,0.999416666666667,0.0,2021-05-19 12:00:00
INS-W_1036,2021-05-20,allday,0.647792022792023,6.0,1916.40491183839,835.806766666673,106371.276329828,3.98056666666667,0.0,0.0,2021-05-20 12:00:00
INS-W_1036,2021-05-21,allday,0.591722063944286,7.0,1050.58485065784,190.783533333333,170257.272767031,0.0,0.0,0.0,2021-05-21 12:00:00
INS-W_1036,2021-05-22,allday,0.485754985754986,10.0,3993.95445168117,406.564166666668,172357.25098429,0.0106666666666667,0.0,0.0,2021-05-22 12:00:00
INS-W_1036,2021-05-23,allday,0.640234251345362,2.0,947.129885678871,523.887866666667,133468.061948759,0.0,0.0,0.0,2021-05-23 12:00:00
INS-W_1036,2021-05-24,allday,0.618471035137702,7.0,852.020933212845,642.442483333334,89681.6540004053,2.99896666666667,0.0,0.0,2021-05-24 12:00:00
INS-W_1036,2021-05-25,allday,0.635960747071858,4.0,189.713780477115,535.53165,88778.1711100102,0.0,39.9471666666667,0.990366666666667,2021-05-25 12:00:00
INS-W_1036,2021-05-26,allday,0.696145932257043,1.0,0.0,933.519349999999,31773.508135018,0.0,0.0,0.0,2021-05-26 12:00:00
INS-W_1036,2021-05-27,allday,0.584520417853751,5.0,352.534830519249,696.772616666667,66198.4162112933,0.0,1.98073333333333,0.990533333333333,2021-05-27 12:00:00
INS-W_1036,2021-05-28,allday,0.525878442545109,7.0,5457.38526483954,576.337383333335,105863.664779674,0.0,0.0,0.0,2021-05-28 12:00:00
INS-W_1036,2021-05-29,allday,0.109053497942387,23.0,5969.69889094409,36.9827166666667,161261.398809049,2.99993333333333,31.83385,0.0,2021-05-29 12:00:00
INS-W_1036,2021-05-30,allday,0.604661285216841,7.0,2582.50869286673,626.572100000001,78577.7482533821,91.0092,0.0,0.0,2021-05-30 12:00:00
INS-W_1036,2021-05-31,allday,0.554685026907249,10.0,741.719095130778,561.995483333334,89289.7535979108,47.0008666666667,0.0,0.0,2021-05-31 12:00:00
INS-W_1036,2021-06-01,allday,0.58622190566635,5.0,1065.3212217834,733.4238,123515.816331564,0.0,0.0,0.0,2021-06-01 12:00:00
INS-W_1036,2021-06-02,allday,0.602524533080089,9.0,740.691579118119,633.99945,81003.728594459,57.0711666666667,3.9928,8.02821666666667,2021-06-02 12:00:00
INS-W_1036,2021-06-03,allday,0.597380500158278,8.0,2555.26626195379,617.162283333333,101708.331945387,0.0,0.0,0.0,2021-06-03 12:00:00
INS-W_1036,2021-06-04,allday,0.439696106362773,14.0,1428.83671900243,440.703916666667,38418.3844347701,18.0006833333333,4.00068333333333,0.0,2021-06-04 12:00:00
INS-W_1036,2021-06-05,allday,0.421098448876227,20.0,4015.90285098235,231.98945,123652.529246265,0.0,0.0,0.0,2021-06-05 12:00:00
INS-W_1036,2021-06-06,allday,0.394428616650839,8.0,7105.55788699557,797.244666666666,88157.1292032554,1.00005,0.0,0.0,2021-06-06 12:00:00
INS-W_1044,2021-03-29,allday,0.700617283950617,4.0,456.146205899826,1150.93141666668,18052.5727298874,0.0,0.0,0.0,2021-03-29 12:00:00
INS-W_1044,2021-03-30,allday,0.419495884773663,4.0,2036.17277033138,783.005750000007,21261.852310457,0.0,0.0,0.0,2021-03-30 12:00:00
INS-W_1044,2021-03-31,allday,0.084619341563786,12.0,2546.29559376334,60.9894,146689.557151014,0.0,0.0,0.0,2021-03-31 12:00:00
INS-W_1044,2021-04-01,allday,0.407407407407407,9.0,3167.68385618916,608.220883333334,28788.022950392,0.0,0.0,0.0,2021-04-01 12:00:00
INS-W_1044,2021-04-02,allday,0.454475308641975,16.0,2551.77057592876,558.555616666668,112644.568926052,0.0,0.0,0.0,2021-04-02 12:00:00
INS-W_1044,2021-04-03,allday,0.0411522633744856,27.0,29812.2560995244,0.0,389495.331758107,1.0001,0.0,0.0,2021-04-03 12:00:00
INS-W_1044,2021-04-04,allday,0.274434156378601,7.0,1794.40738091601,437.964816666667,59110.7139270395,0.0,0.0,0.0,2021-04-04 12:00:00
INS-W_1044,2021-04-05,allday,0.130915637860082,8.0,966.677298521485,99.98515,49950.9065374291,0.0,0.0,0.0,2021-04-05 12:00:00
INS-W_1044,2021-04-06,allday,0.0859053497942387,6.0,845.110373656857,2.99938333333333,44804.466562089,0.0,0.0,0.0,2021-04-06 12:00:00
INS-W_1044,2021-04-07,allday,0.0720164609053498,7.0,737.790055830585,54.9858666666667,36185.9170970677,0.0,0.0,0.0,2021-04-07 12:00:00
INS-W_1044,2021-04-08,allday,0.121656378600823,5.0,895.810548659524,6.99921666666667,34684.0231029151,0.0,0.0,0.0,2021-04-08 12:00:00
INS-W_1044,2021-04-09,allday,0.0977366255144033,15.0,3385.16623230358,19.9934,61343.8634448611,0.0,0.0,0.0,2021-04-09 12:00:00
INS-W_1044,2021-04-10,allday,0.207047325102881,7.0,1601.39233297938,288.434816666667,39129.2769156227,0.0,0.0,0.0,2021-04-10 12:00:00
INS-W_1044,2021-04-11,allday,0.639917695473251,14.0,2518.51611028189,1115.60326666668,72873.6333302095,0.0,0.0,0.0,2021-04-11 12:00:00
INS-W_1044,2021-04-12,allday,0.632458847736626,5.0,919.727658462986,960.729816666671,25191.0288248264,0.0,0.0,0.0,2021-04-12 12:00:00
INS-W_1044,2021-04-13,allday,0.619341563786008,7.0,1533.0491547611,1141.29473333334,61108.2948039672,0.0,0.0,0.0,2021-04-13 12:00:00
INS-W_1044,2021-04-14,allday,0.568415637860082,6.0,1138.92443799593,1035.86145000001,45527.8840918276,0.0,0.0,0.0,2021-04-14 12:00:00
INS-W_1044,2021-04-15,allday,0.674382716049383,5.0,908.972237395443,1172.41586666668,13493.9520842041,0.0,0.0,0.0,2021-04-15 12:00:00
INS-W_1044,2021-04-16,allday,0.590792181069959,6.0,2058.00095342925,1156.1743,30552.31768526,0.0,0.0,0.0,2021-04-16 12:00:00
INS-W_1044,2021-04-17,allday,0.448816872427984,16.0,31489.0882372214,841.590133333334,232805.750198236,0.0,0.0,0.0,2021-04-17 12:00:00
INS-W_1044,2021-04-18,allday,0.531635802469136,21.0,19046.0911810485,1030.56403333334,247443.180706607,0.0,0.0,0.0,2021-04-18 12:00:00
INS-W_1044,2021-04-19,allday,0.702160493827161,3.0,323.282688968135,1370.91108333335,12596.5421923232,0.0,0.0,0.0,2021-04-19 12:00:00
INS-W_1044,2021-04-20,allday,0.670267489711934,5.0,1395.77831239833,1295.93700000001,14415.7615159984,0.0,0.0,0.0,2021-04-20 12:00:00
INS-W_1044,2021-04-21,allday,0.566872427983539,21.0,14542.7016609464,1116.78715,149863.375872116,80.9980333333333,0.0,0.0,2021-04-21 12:00:00
INS-W_1044,2021-04-22,allday,0.481481481481482,6.0,3060.97867284201,559.126333333335,47900.8950646068,0.0,0.0,0.0,2021-04-22 12:00:00
INS-W_1044,2021-04-23,allday,0.171553497942387,7.0,1663.18525134272,74.9639833333333,42215.4637784092,0.0,0.0,0.0,2021-04-23 12:00:00
INS-W_1044,2021-04-24,allday,0.2934670781893,11.0,4391.14323780482,424.841683333332,57800.8250543143,0.0,0.0,0.0,2021-04-24 12:00:00
INS-W_1044,2021-04-25,allday,0.58641975308642,5.0,2481.71208599227,879.578883333333,35659.2112474572,0.0,0.0,0.0,2021-04-25 12:00:00
INS-W_1044,2021-04-26,allday,0.656378600823045,15.0,3030.91590494173,1037.24513333334,69016.0492100673,0.0,0.0,0.0,2021-04-26 12:00:00
INS-W_1044,2021-04-27,allday,0.667181069958848,5.0,1531.15747190882,1183.56153333334,37551.4145032622,0.0,0.0,0.0,2021-04-27 12:00:00
INS-W_1044,2021-04-28,allday,0.676954732510288,16.0,2240.68487298837,1279.92303333334,96411.1796986987,0.0,0.0,0.0,2021-04-28 12:00:00
INS-W_1044,2021-04-29,allday,0.674382716049383,3.0,978.739727262625,1330.92490000001,9613.88387069623,0.0,0.0,0.0,2021-04-29 12:00:00
INS-W_1044,2021-04-30,allday,0.592335390946502,9.0,3021.54836374081,1123.9554,51196.9261938374,0.0,0.0,0.0,2021-04-30 12:00:00
INS-W_1044,2021-05-01,allday,0.602366255144033,12.0,3044.34028607198,1146.47711666667,64253.1631525717,0.0,0.0,0.0,2021-05-01 12:00:00
INS-W_1044,2021-05-02,allday,0.323816872427984,18.0,6103.86559785145,551.701133333333,113975.539545535,0.0,0.0,0.0,2021-05-02 12:00:00
INS-W_1044,2021-05-03,allday,0.125514403292181,21.0,11822.6404710115,34.9979,143462.072985369,3.0006,1.0003,0.0,2021-05-03 12:00:00
INS-W_1044,2021-05-04,allday,0.359825102880658,6.0,3074.4664202201,506.895433333332,45772.8803645947,0.0,0.0,0.0,2021-05-04 12:00:00
INS-W_1044,2021-05-05,allday,0.661008230452675,4.0,904.880613340265,1260.84868333334,19087.0192870164,0.0,0.0,0.0,2021-05-05 12:00:00
INS-W_1044,2021-05-06,allday,0.537037037037037,13.0,7240.8604302217,1000.89556666668,93600.7571853995,0.0,0.0,0.0,2021-05-06 12:00:00
INS-W_1044,2021-05-07,allday,0.615740740740741,10.0,4478.1976469987,1099.31693333334,60480.489962236,0.0,0.0,0.0,2021-05-07 12:00:00
INS-W_1044,2021-05-08,allday,0.542438271604938,10.0,3606.16862628961,957.025716666678,94472.5924336245,0.0,0.0,0.0,2021-05-08 12:00:00
INS-W_1044,2021-05-09,allday,0.67798353909465,3.0,529.69771213148,1287.81296666668,19576.834081086,0.0,0.0,0.0,2021-05-09 12:00:00
INS-W_1044,2021-05-10,allday,0.489969135802469,17.0,19447.77981085,820.131599999999,186565.960088353,89.6147833333333,1.00748333333333,0.0,2021-05-10 12:00:00
INS-W_1044,2021-05-11,allday,0.593106995884774,7.0,2866.6128967326,510.651983333333,161523.421320189,0.0,0.0,0.0,2021-05-11 12:00:00
